1.65E+12,3,,,,
1.65E+12,TRUE,1,6993,Pendant,home
1.65E+12,FALSE,3,36871,Pendant,home
1.65E+12,TRUE,1,4563,Pendant,home
1.65E+12,FALSE,3,36614,Pendant,home
1.65E+12,TRUE,2,22079,Pendant,home
1.65E+12,FALSE,3,14468,Pendant,home
1.65E+12,TRUE,2,7845,Pendant,home
1.65E+12,FALSE,3,12886,Pendant,home
1.65E+12,FALSE,3,10574,Pendant,home
1.65E+12,TRUE,2,20196,Pendant,home
1.65E+12,FALSE,3,10552,Pendant,home
1.65E+12,TRUE,3,6947,Pendant,home
1.65E+12,TRUE,3,7451,Pendant,home
1.65E+12,FALSE,3,15532,Pendant,home
1.65E+12,TRUE,3,9322,Pendant,home
1.65E+12,TRUE,3,8710,Pendant,home
1.65E+12,TRUE,3,6870,Pendant,home
1.65E+12,TRUE,3,8756,Pendant,home
